"fsdfsdfds","1","1579300464699","17/01/2020","19:34:24.699","1","0","2","274","416","276","204","276","258","238","258","314","258"
"fsdfsdfds","1","1579300464808","17/01/2020","19:34:24.808","1","0","2","274","416","276","204","276","258","238","258","314","258"
"fsdfsdfds","1","1579300464809","17/01/2020","19:34:24.809","1","0","2","274","416","276","204","276","258","238","258","314","258"
"fsdfsdfds","1","1579300464809","17/01/2020","19:34:24.809","1","0","2","274","416","276","204","276","258","238","258","314","258"
"fsdfsdfds","1","1579300464809","17/01/2020","19:34:24.809","1","0","2","274","416","276","204","276","258","238","258","314","258"
"fsdfsdfds","1","1579300464813","17/01/2020","19:34:24.813","1","0","2","272","416","276","204","276","258","238","258","314","258"
"fsdfsdfds","1","1579300464819","17/01/2020","19:34:24.819","1","0","2","270","416","276","204","276","258","238","258","314","258"
"fsdfsdfds","1","1579300464827","17/01/2020","19:34:24.827","1","0","2","270","416","278","204","276","258","238","258","314","258"
"fsdfsdfds","1","1579300464830","17/01/2020","19:34:24.830","1","0","2","270","416","278","204","274","258","238","258","314","258"
"fsdfsdfds","1","1579300464832","17/01/2020","19:34:24.832","1","0","2","270","416","278","204","274","258","238","258","314","258"
"fsdfsdfds","1","1579300464833","17/01/2020","19:34:24.833","1","0","2","270","416","278","204","274","258","238","258","314","258"
"fsdfsdfds","1","1579300464837","17/01/2020","19:34:24.837","1","10","2","268","416","278","204","274","258","238","258","314","258"
"fsdfsdfds","1","1579300464840","17/01/2020","19:34:24.840","1","10","2","268","416","280","204","274","258","238","258","314","258"
"fsdfsdfds","1","1579300464851","17/01/2020","19:34:24.851","1","10","2","268","416","280","204","272","258","238","258","314","258"
"fsdfsdfds","1","1579300464854","17/01/2020","19:34:24.854","1","10","2","268","416","280","204","272","258","240","258","314","258"
"fsdfsdfds","1","1579300464857","17/01/2020","19:34:24.857","1","10","2","268","416","280","204","272","258","240","258","312","258"
"fsdfsdfds","1","1579300464858","17/01/2020","19:34:24.858","1","10","2","266","416","280","204","272","258","240","258","312","258"
"fsdfsdfds","1","1579300464860","17/01/2020","19:34:24.860","1","10","2","266","416","282","204","272","258","240","258","312","258"
"fsdfsdfds","1","1579300464863","17/01/2020","19:34:24.863","1","10","2","266","416","282","204","270","258","240","258","312","258"
"fsdfsdfds","1","1579300464868","17/01/2020","19:34:24.868","1","10","2","266","416","282","204","270","258","242","258","312","258"
"fsdfsdfds","1","1579300464873","17/01/2020","19:34:24.873","1","10","2","264","416","282","204","270","258","242","258","312","258"
"fsdfsdfds","1","1579300464877","17/01/2020","19:34:24.877","1","10","2","264","416","284","204","270","258","242","258","312","258"
"fsdfsdfds","1","1579300464879","17/01/2020","19:34:24.879","1","10","2","264","416","284","204","268","258","242","258","312","258"
"fsdfsdfds","1","1579300464881","17/01/2020","19:34:24.881","1","10","2","264","416","284","204","268","258","244","258","312","258"
"fsdfsdfds","1","1579300464898","17/01/2020","19:34:24.898","1","10","2","264","416","284","204","268","258","244","258","310","258"
"fsdfsdfds","1","1579300464902","17/01/2020","19:34:24.902","1","10","2","262","416","284","204","268","258","244","258","310","258"
"fsdfsdfds","1","1579300464906","17/01/2020","19:34:24.906","1","10","2","262","416","286","204","268","258","244","258","310","258"
"fsdfsdfds","1","1579300464910","17/01/2020","19:34:24.910","1","10","2","262","416","286","204","266","258","244","258","310","258"
"fsdfsdfds","1","1579300464913","17/01/2020","19:34:24.913","1","10","2","262","416","286","204","266","258","246","258","310","258"
"fsdfsdfds","1","1579300464916","17/01/2020","19:34:24.916","1","10","2","262","416","286","204","266","258","246","258","308","258"
"fsdfsdfds","1","1579300464919","17/01/2020","19:34:24.919","1","10","2","260","416","286","204","266","258","246","258","308","258"
"fsdfsdfds","1","1579300464921","17/01/2020","19:34:24.921","1","10","2","260","416","288","204","266","258","246","258","308","258"
"fsdfsdfds","1","1579300464924","17/01/2020","19:34:24.924","1","10","2","260","416","288","204","264","258","246","258","308","258"
"fsdfsdfds","1","1579300464926","17/01/2020","19:34:24.926","1","10","2","260","416","288","204","264","258","248","258","308","258"
"fsdfsdfds","1","1579300464927","17/01/2020","19:34:24.927","1","10","2","260","416","288","204","264","258","248","258","306","258"
"fsdfsdfds","1","1579300464930","17/01/2020","19:34:24.930","1","10","2","258","416","288","204","264","258","248","258","306","258"
"fsdfsdfds","1","1579300464933","17/01/2020","19:34:24.933","1","10","2","258","416","290","204","264","258","248","258","306","258"
"fsdfsdfds","1","1579300464935","17/01/2020","19:34:24.935","1","10","2","258","416","290","204","262","258","248","258","306","258"
"fsdfsdfds","1","1579300464937","17/01/2020","19:34:24.937","1","10","2","258","416","290","204","262","258","250","258","306","258"
"fsdfsdfds","1","1579300464939","17/01/2020","19:34:24.939","1","10","2","258","416","290","204","262","258","250","258","304","258"
"fsdfsdfds","1","1579300464946","17/01/2020","19:34:24.946","1","10","2","256","416","290","204","262","258","250","258","304","258"
"fsdfsdfds","1","1579300464949","17/01/2020","19:34:24.949","1","10","2","256","416","292","204","262","258","250","258","304","258"
"fsdfsdfds","1","1579300464952","17/01/2020","19:34:24.952","1","10","2","256","416","292","204","260","258","250","258","304","258"
"fsdfsdfds","1","1579300464954","17/01/2020","19:34:24.954","1","10","2","256","416","292","204","260","258","252","258","304","258"
"fsdfsdfds","1","1579300464956","17/01/2020","19:34:24.956","1","10","2","256","416","292","204","260","258","252","258","302","258"
"fsdfsdfds","1","1579300464960","17/01/2020","19:34:24.960","1","10","2","254","416","292","204","260","258","252","258","302","258"
"fsdfsdfds","1","1579300464965","17/01/2020","19:34:24.965","1","10","2","254","416","294","204","260","258","252","258","302","258"
"fsdfsdfds","1","1579300464969","17/01/2020","19:34:24.969","1","10","2","254","416","294","204","258","258","252","258","302","258"
"fsdfsdfds","1","1579300464971","17/01/2020","19:34:24.971","1","10","2","254","416","294","204","258","258","254","258","302","258"
"fsdfsdfds","1","1579300464978","17/01/2020","19:34:24.978","1","10","2","254","416","294","204","258","258","254","258","300","258"
"fsdfsdfds","1","1579300464979","17/01/2020","19:34:24.979","1","10","2","252","416","294","204","258","258","254","258","300","258"
"fsdfsdfds","1","1579300464985","17/01/2020","19:34:24.985","1","10","2","252","416","296","204","258","258","254","258","300","258"
"fsdfsdfds","1","1579300464987","17/01/2020","19:34:24.987","1","10","2","252","416","296","204","256","258","254","258","300","258"
"fsdfsdfds","1","1579300464992","17/01/2020","19:34:24.992","1","10","2","252","416","296","204","256","258","256","258","300","258"
"fsdfsdfds","1","1579300464993","17/01/2020","19:34:24.993","1","10","2","252","416","296","204","256","258","256","258","298","258"
"fsdfsdfds","1","1579300464995","17/01/2020","19:34:24.995","1","10","2","250","416","296","204","256","258","256","258","298","258"
"fsdfsdfds","1","1579300465002","17/01/2020","19:34:25.2","1","10","2","250","416","298","204","256","258","256","258","298","258"
"fsdfsdfds","1","1579300465005","17/01/2020","19:34:25.5","1","10","2","250","416","298","204","254","258","256","258","298","258"
"fsdfsdfds","1","1579300465008","17/01/2020","19:34:25.8","1","10","2","250","416","298","204","254","258","258","258","298","258"
"fsdfsdfds","1","1579300465013","17/01/2020","19:34:25.13","1","20","2","248","416","298","204","254","258","258","258","298","258"
"fsdfsdfds","1","1579300465015","17/01/2020","19:34:25.15","1","20","2","248","416","300","204","254","258","258","258","298","258"
"fsdfsdfds","1","1579300465022","17/01/2020","19:34:25.22","1","20","2","248","416","300","204","254","258","258","258","296","258"
"fsdfsdfds","1","1579300465025","17/01/2020","19:34:25.25","1","20","2","246","416","300","204","254","258","258","258","296","258"
"fsdfsdfds","1","1579300465027","17/01/2020","19:34:25.27","1","20","2","246","416","302","204","254","258","258","258","296","258"
"fsdfsdfds","1","1579300465028","17/01/2020","19:34:25.28","1","20","2","246","416","302","204","252","258","258","258","296","258"
"fsdfsdfds","1","1579300465030","17/01/2020","19:34:25.30","1","20","2","246","416","302","204","252","258","260","258","296","258"
"fsdfsdfds","1","1579300465033","17/01/2020","19:34:25.33","1","20","2","244","416","302","204","252","258","260","258","296","258"
"fsdfsdfds","1","1579300465036","17/01/2020","19:34:25.36","1","20","2","244","416","304","204","252","258","260","258","296","258"
"fsdfsdfds","1","1579300465038","17/01/2020","19:34:25.38","1","20","2","244","416","304","204","250","258","260","258","296","258"
"fsdfsdfds","1","1579300465041","17/01/2020","19:34:25.41","1","20","2","244","416","304","204","250","258","262","258","296","258"
"fsdfsdfds","1","1579300465044","17/01/2020","19:34:25.44","1","20","2","244","416","304","204","250","258","262","258","294","258"
